4.445318118400000458e+02,0.000000000000000000e+00,-3.585599648917047034e+03
8.864674042281944821e+02,0.000000000000000000e+00,-3.554082727387846262e+03
1.323369023179040141e+03,0.000000000000000000e+00,-3.502395307682229031e+03
1.753145732873503675e+03,0.000000000000000000e+00,-3.431858803551590881e+03
2.174172477535345934e+03,0.000000000000000000e+00,-3.344198942520983564e+03
2.585326495171623719e+03,0.000000000000000000e+00,-3.241356899376739875e+03
2.985955389115324579e+03,0.000000000000000000e+00,-3.125321455080625583e+03
3.375803268451657459e+03,0.000000000000000000e+00,-2.998003569018705093e+03
3.754920886953726949e+03,0.000000000000000000e+00,-2.861157546891107359e+03
4.123578341900883970e+03,0.000000000000000000e+00,-2.716342039739986376e+03
4.482190340455088517e+03,0.000000000000000000e+00,-2.564909899686917925e+03
4.831257430389704496e+03,0.000000000000000000e+00,-2.408016211647250657e+03
5.171322629510123988e+03,0.000000000000000000e+00,-2.246636112525481622e+03
5.502941072064365471e+03,0.000000000000000000e+00,-2.081586653886098702e+03
5.826659815527592400e+03,0.000000000000000000e+00,-1.913549187201875156e+03
6.143005159181400813e+03,0.000000000000000000e+00,-1.743090350603031766e+03
6.452475293908723870e+03,0.000000000000000000e+00,-1.570680773037337303e+03
6.755536609062829484e+03,0.000000000000000000e+00,-1.396711229519621384e+03
7.052622427688245807e+03,0.000000000000000000e+00,-1.221506317303736296e+03
7.344133297181399939e+03,0.000000000000000000e+00,-1.045335884371997054e+03
7.630438230485012355e+03,0.000000000000000000e+00,-8.684245015125361533e+02
7.911876487942106905e+03,0.000000000000000000e+00,-6.909592741243945966e+02
8.188759627383000407e+03,0.000000000000000000e+00,-5.130962675650795290e+02
8.461373646291915065e+03,0.000000000000000000e+00,-3.349657866500684236e+02
8.729981105114084130e+03,0.000000000000000000e+00,-1.566767141807207508e+02
8.994823165064197383e+03,0.000000000000000000e+00,2.167992035834799935e+01
9.256121503124273659e+03,0.000000000000000000e+00,2.000280007604298476e+02
9.514080086319023394e+03,0.000000000000000000e+00,3.783038971812858904e+02
9.768886799273455836e+03,0.000000000000000000e+00,5.564544582567149291e+02
1.002071492716110697e+04,0.000000000000000000e+00,7.344353458216775152e+02
1.026972450038186253e+04,0.000000000000000000e+00,9.122096502251819174e+02
1.051606350991733598e+04,0.000000000000000000e+00,1.089746735934365688e+03
1.075986900345050526e+04,0.000000000000000000e+00,1.267021276582060636e+03
1.100126807268767152e+04,0.000000000000000000e+00,1.444012446251444317e+03
1.124037874204869695e+04,0.000000000000000000e+00,1.620703239944723236e+03
1.147731076846298311e+04,0.000000000000000000e+00,1.797079901160199825e+03
1.171216636130042025e+04,0.000000000000000000e+00,1.973131438514594038e+03
1.194504083067400279e+04,0.000000000000000000e+00,2.148849216587074807e+03
1.217602317171830146e+04,0.000000000000000000e+00,2.324226608812055929e+03
1.240519659156318266e+04,0.000000000000000000e+00,2.499258702364416877e+03
1.263263898511524530e+04,0.000000000000000000e+00,2.673942046733890493e+03
1.285842336511573740e+04,0.000000000000000000e+00,2.848274439107949547e+03
1.308261825126674012e+04,0.000000000000000000e+00,3.022254740827291698e+03
1.330528802281348362e+04,0.000000000000000000e+00,3.195882720156711457e+03
1.352649323836160693e+04,0.000000000000000000e+00,3.369158917371846201e+03
1.374629092639995724e+04,0.000000000000000000e+00,3.542084528834464891e+03
1.396473484951544378e+04,0.000000000000000000e+00,3.714661307240879978e+03
