1.944731726283519674e+04,0.000000000000000000e+00,8.672659873515278377e+03
1.942814148823878713e+04,0.000000000000000000e+00,8.656253789562817474e+03
1.940896018222285056e+04,0.000000000000000000e+00,8.639845241073482612e+03
1.938977333134926448e+04,0.000000000000000000e+00,8.623434224306023680e+03
1.937058092212979682e+04,0.000000000000000000e+00,8.607020735512247484e+03
1.935138294102585860e+04,0.000000000000000000e+00,8.590604770937015928e+03
1.933217937444825293e+04,0.000000000000000000e+00,8.574186326818242378e+03
1.931297020875691305e+04,0.000000000000000000e+00,8.557765399386886202e+03
1.929375543026065498e+04,0.000000000000000000e+00,8.541341984866956409e+03
1.927453502521691917e+04,0.000000000000000000e+00,8.524916079475498918e+03
1.925530897983150498e+04,0.000000000000000000e+00,8.508487679422600195e+03
1.923607728025831966e+04,0.000000000000000000e+00,8.492056780911385431e+03
1.921683991259910181e+04,0.000000000000000000e+00,8.475623380138013090e+03
1.919759686290317768e+04,0.000000000000000000e+00,8.459187473291673086e+03
1.917834811716717741e+04,0.000000000000000000e+00,8.442749056554588606e+03
1.915909366133477670e+04,0.000000000000000000e+00,8.426308126102008828e+03
1.913983348129642764e+04,0.000000000000000000e+00,8.409864678102210746e+03
1.912056756288908946e+04,0.000000000000000000e+00,8.393418708716497349e+03
1.910129589189594844e+04,0.000000000000000000e+00,8.376970214099199438e+03
1.908201845404614869e+04,0.000000000000000000e+00,8.360519190397668353e+03
1.906273523501452291e+04,0.000000000000000000e+00,8.344065633752277790e+03
1.904344622042130504e+04,0.000000000000000000e+00,8.327609540296427440e+03
1.902415139583185010e+04,0.000000000000000000e+00,8.311150906156535711e+03
1.900485074675636497e+04,0.000000000000000000e+00,8.294689727452043371e+03
1.898554425864961740e+04,0.000000000000000000e+00,8.278226000295415361e+03
1.896623191691064858e+04,0.000000000000000000e+00,8.261759720792137159e+03
1.894691370688249299e+04,0.000000000000000000e+00,8.245290885040718422e+03
1.892758961385188013e+04,0.000000000000000000e+00,8.228819489132687522e+03
1.890825962304895802e+04,0.000000000000000000e+00,8.212345529152604286e+03
1.888892371964699487e+04,0.000000000000000000e+00,8.195869001178050894e+03
1.886958188876208078e+04,0.000000000000000000e+00,8.179389901279638252e+03
